Regio's (naam),Perioden (jaar),Bevolking|Bevolkingssamenstelling op 1 januari|Totale bevolking (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Geslacht|Mannen (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Geslacht|Vrouwen (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|Jonger dan 5 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|5 tot 10 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|10 tot 15 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|15 tot 20 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|20 tot 25 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|25 tot 45 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|45 tot 65 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|65 tot 80 jaar (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen|80 jaar of ouder (aantal),"Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|Jonger dan 5 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|5 tot 10 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|10 tot 15 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|15 tot 20 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|20 tot 25 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|25 tot 45 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|45 tot 65 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|65 tot 80 jaar (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Leeftijdsgroepen, relatief|80 jaar of ouder (%)",Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Demografische druk|Totale druk (%),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Demografische druk|Groene druk (%),Bevolking|Bevolkingssamenstelling op 1 januari|Leeftijd|Demografische druk|Grijze druk (%),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Totale bevolking|Ongehuwd (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Totale bevolking|Gehuwd (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Totale bevolking|Gescheiden (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Totale bevolking|Verweduwd (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Bevolking 15 jaar of ouder|Inwoners 15 jaar of ouder (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Bevolking 15 jaar of ouder|Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Bevolking 15 jaar of ouder|Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Bevolking 15 jaar of ouder|Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking|Bevolkingssamenstelling op 1 januari|Burgerlijke staat|Bevolking 15 jaar of ouder|Verweduwd (in % van  inwoners 15 jaar of ouder),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Nederlandse achtergrond (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Totaal met migratieachtergrond (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Westerse migratieachtergrond (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Niet-westerse migratieachtergrond|Totaal niet-westerse migratieachtergrond (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Niet-westerse migratieachtergrond|Marokko (aantal),"Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Niet-westerse migratieachtergrond|(voormalige) Nederlandse Antillen, Aruba (aantal)",Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Niet-westerse migratieachtergrond|Suriname (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Niet-westerse migratieachtergrond|Turkije (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond|Met migratieachtergrond|Niet-westerse migratieachtergrond|Overig niet-westerse migratieachtergrond (aantal),"Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Nederlandse achtergrond (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Totaal met migratieachtergrond (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Westerse migratieachtergrond (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Niet-westerse migratieachtergrond|Totaal niet-westerse migratieachtergrond (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Niet-westerse migratieachtergrond|Marokko (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Niet-westerse migratieachtergrond|(voormalige) Nederlandse Antillen, Aruba (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Niet-westerse migratieachtergrond|Suriname (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Niet-westerse migratieachtergrond|Turkije (%)","Bevolking|Bevolkingssamenstelling op 1 januari|Migratieachtergrond|Migratieachtergrond, relatief|Met migratieachtergrond|Niet-westerse migratieachtergrond|Overig niet-westerse migratieachtergrond (%)",Bevolking|Bevolkingssamenstelling op 1 januari|Stedelijkheidsklasse|Zeer sterk stedelijk (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Stedelijkheidsklasse|Sterk stedelijk (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Stedelijkheidsklasse|Matig stedelijk (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Stedelijkheidsklasse|Weinig stedelijk (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Stedelijkheidsklasse|Niet stedelijk (aantal),Bevolking|Bevolkingssamenstelling op 1 januari|Bevolkingsdichtheid (aantal inwoners per km²),Bevolking|Particuliere huishoudens|Particuliere huishoudens|Totaal aantal particuliere huishoudens (aantal),Bevolking|Particuliere huishoudens|Particuliere huishoudens|Eenpersoonshuishoudens (aantal),Bevolking|Particuliere huishoudens|Particuliere huishoudens|Huishoudens zonder kinderen (aantal),Bevolking|Particuliere huishoudens|Particuliere huishoudens|Huishoudens met kinderen (aantal),"Bevolking|Particuliere huishoudens|Particuliere huishoudens, relatief|Eenpersoonshuishoudens (%)","Bevolking|Particuliere huishoudens|Particuliere huishoudens, relatief|Huishoudens zonder kinderen (%)","Bevolking|Particuliere huishoudens|Particuliere huishoudens, relatief|Huishoudens met kinderen (%)",Bevolking|Particuliere huishoudens|Gemiddelde huishoudensgrootte (personen per 1 huishouden)
Fryslân (PV),2018,647268,324491,322777,31144,35485,38769,41885,36618,142248,186505,102369,32245,"4,8","5,5",6,"6,5","5,7",22,"28,8","15,8",5,"77,2","40,3","36,8",301096,262294,47920,35958,541870,"36,1","48,4","8,8","6,6",583889,63379,32501,30878,2255,2750,3109,1853,20911,"90,2","9,8",5,"4,8","0,3","0,4","0,5","0,3","3,2",47910,73770,90200,143950,291440,194,290335,104418,90449,95468,36,"31,2","32,9","2,19"
Fryslân (PV),2019,647672,324666,323006,30736,34847,37892,41917,36896,141774,186013,104600,32997,"4,7","5,4","5,9","6,5","5,7","21,9","28,7","16,2","5,1","77,6","39,9","37,7",301871,261218,48728,35855,544197,"36,5",48,9,"6,6",582958,64714,32860,31854,2295,2916,3134,1886,21623,90,10,"5,1","4,9","0,4","0,5","0,5","0,3","3,3",48260,74470,90120,144050,290770,194,292169,106154,90600,95415,"36,3",31,"32,7","2,18"
Fryslân (PV),2020,649957,325951,324006,30474,34216,37585,41708,37730,142178,185293,106750,34023,"4,7","5,3","5,8","6,4","5,8","21,9","28,5","16,4","5,2",78,"39,4","38,5",304248,260373,49492,35844,547682,"36,9","47,5",9,"6,5",582876,67081,33612,33469,2287,3088,3168,1926,23000,"89,7","10,3","5,2","5,1","0,4","0,5","0,5","0,3","3,5",51280,73130,89820,144270,291460,195,294474,108082,91065,95327,"36,7","30,9","32,4","2,17"
Fryslân (PV),2021,651435,326788,324647,30278,33330,37300,40912,38541,142710,184269,109034,35061,"4,6","5,1","5,7","6,3","5,9","21,9","28,3","16,7","5,4","78,2","38,8","39,4",306037,259176,50144,36078,550527,"37,3","47,1","9,1","6,6",583187,68248,33951,34297,2343,3205,3211,1976,23562,"89,5","10,5","5,2","5,3","0,4","0,5","0,5","0,3","3,6",51160,74540,88800,145570,291360,195,295870,108825,92017,95028,"36,8","31,1","32,1","2,16"
Fryslân (PV),2022,654019,328155,325864,30616,32907,36965,40325,39424,143797,183014,111308,35663,"4,7",5,"5,7","6,2",6,22,28,17,"5,5","78,6","38,4","40,1",308837,258300,50726,36156,553531,"37,6","46,7","9,2","6,5",583384,70635,34635,36000,2338,3434,3246,2072,24910,"89,2","10,8","5,3","5,5","0,4","0,5","0,5","0,3","3,8",52830,76140,86680,147570,290800,196,298709,111595,92340,94774,"37,4","30,9","31,7","2,15"
Drenthe (PV),2012,490807,243134,247673,24904,28981,31638,28755,22717,114081,146602,69617,23512,"5,1","5,9","6,4","5,9","4,6","23,2","29,9","14,2","4,8","73,2","40,3","32,9",206715,221404,32190,30498,405284,"29,9","54,6","7,9","7,5",446559,44248,27655,16593,1525,1274,1856,1915,10023,91,9,"5,6","3,4","0,3","0,3","0,4","0,4",2,1250,39050,99160,120340,231010,186,211236,64800,71817,74619,"30,7",34,"35,3","2,29"
Drenthe (PV),2013,489918,242757,247161,24373,28028,31871,28694,22594,111657,146064,72614,24023,5,"5,7","6,5","5,9","4,6","22,8","29,8","14,8","4,9","74,8","40,3","34,5",206786,219598,33171,30363,405646,"30,2","54,1","8,2","7,5",445500,44418,27655,16763,1532,1289,1877,1795,10270,"90,9","9,1","5,6","3,4","0,3","0,3","0,4","0,4","2,1",3920,37710,98900,119970,229420,186,211902,65635,71815,74452,31,"33,9","35,1","2,27"
Drenthe (PV),2014,488988,242230,246758,23613,27297,31616,28845,22375,109143,146210,75311,24578,"4,8","5,6","6,5","5,9","4,6","22,3","29,9","15,4",5,"76,1","40,1",36,206862,217564,34164,30398,406462,"30,6","53,5","8,4","7,5",444170,44818,27737,17081,1539,1278,1884,1806,10574,"90,8","9,2","5,7","3,5","0,3","0,3","0,4","0,4","2,2",3850,40470,98490,117100,229080,186,211458,65423,71847,74188,"30,9",34,"35,1","2,27"
Drenthe (PV),2015,488576,242262,246314,23009,26797,31068,29316,22238,106470,146990,77283,25405,"4,7","5,5","6,4",6,"4,6","21,8","30,1","15,8","5,2","77,2",40,"37,2",207179,215897,35083,30417,407702,31,53,"8,6","7,5",443234,45342,27794,17548,1515,1309,1894,1798,11032,"90,7","9,3","5,7","3,6","0,3","0,3","0,4","0,4","2,3",7280,50550,93930,113110,223700,185,212347,66526,71982,73839,"31,3","33,9","34,8","2,26"
Drenthe (PV),2016,488629,242483,246146,22437,26421,30328,30054,21906,104486,147792,79163,26042,"4,6","5,4","6,2","6,2","4,5","21,4","30,2","16,2","5,3","78,2","39,8","38,4",207772,214539,35980,30338,409443,"31,4","52,4","8,8","7,4",441983,46646,27771,18875,1514,1327,1883,1801,12350,"90,5","9,5","5,7","3,9","0,3","0,3","0,4","0,4","2,5",6260,53730,95700,110090,222850,185,213001,67541,72161,73299,"31,7","33,9","34,4","2,25"
Drenthe (PV),2017,491792,243998,247794,22455,26460,29903,31033,22216,103578,148664,80911,26572,"4,6","5,4","6,1","6,3","4,5","21,1","30,2","16,5","5,4","79,2",40,"39,2",210575,214015,36968,30234,412974,"31,9","51,8",9,"7,3",441739,50053,27726,22327,1541,1344,1900,1817,15725,"89,8","10,2","5,6","4,5","0,3","0,3","0,4","0,4","3,2",6190,55320,96200,108320,225770,187,215127,69546,72424,73157,"32,3","33,7",34,"2,23"
Drenthe (PV),2018,492100,244216,247884,22249,26024,28995,31364,22440,102180,148812,83074,26962,"4,5","5,3","5,9","6,4","4,6","20,8","30,2","16,9","5,5",80,"39,7","40,2",211155,212738,37925,30282,414832,"32,3","51,3","9,1","7,3",441746,50354,27794,22560,1531,1388,1893,1866,15882,"89,8","10,2","5,6","4,6","0,3","0,3","0,4","0,4","3,2",7670,56110,96210,107550,224560,187,216373,70454,72759,73160,"32,6","33,6","33,8","2,22"
Drenthe (PV),2019,492167,244556,247611,21938,25389,28217,31160,23335,101574,148116,84956,27482,"4,5","5,2","5,7","6,3","4,7","20,6","30,1","17,3","5,6","80,3","39,1","41,2",211956,211463,38591,30157,416623,"32,7","50,8","9,3","7,2",441672,50495,28093,22402,1554,1438,1916,1883,15611,"89,7","10,3","5,7","4,6","0,3","0,3","0,4","0,4","3,2",8690,54950,95520,110140,222880,187,217831,71611,73242,72978,"32,9","33,6","33,5","2,21"
Drenthe (PV),2020,493682,245475,248207,21629,24784,27851,30847,24358,101495,147433,87069,28216,"4,4",5,"5,6","6,2","4,9","20,6","29,9","17,6","5,7","80,6","38,5","42,2",213134,210977,39426,30145,419418,"33,1","50,3","9,4","7,2",442029,51653,28429,23224,1592,1477,1945,1965,16245,"89,5","10,5","5,8","4,7","0,3","0,3","0,4","0,4","3,3",9890,56740,91820,111760,223470,188,219301,72904,73599,72798,"33,2","33,6","33,2","2,2"
Drenthe (PV),2021,494771,246027,248744,21628,24243,27475,30153,25244,101970,146316,88969,28773,"4,4","4,9","5,6","6,1","5,1","20,6","29,6",18,"5,8","80,9","37,8",43,214649,209919,40130,30073,421425,"33,5","49,8","9,5","7,1",442444,52327,28593,23734,1596,1552,1976,1941,16669,"89,4","10,6","5,8","4,8","0,3","0,3","0,4","0,4","3,4",10050,58690,89750,113010,223270,188,220380,73490,74399,72491,"33,3","33,8","32,9","2,2"
Drenthe (PV),2022,497743,247702,250041,22019,23995,27292,29686,26113,103073,145437,90868,29260,"4,4","4,8","5,5",6,"5,2","20,7","29,2","18,3","5,9","81,2","37,5","43,7",217297,209904,40440,30102,424437,"33,9","49,5","9,5","7,1",443435,54308,29022,25286,1617,1626,2021,2105,17917,"89,1","10,9","5,8","5,1","0,3","0,3","0,4","0,4","3,6",11930,60330,89700,111890,223890,189,222165,74843,74758,72564,"33,7","33,6","32,7","2,19"
Overijssel (PV),2012,1137668,568764,568904,66073,72081,73456,69692,70965,294181,306684,138157,46379,"5,8","6,3","6,5","6,1","6,2","25,9",27,"12,1","4,1","69,3","41,9","27,5",521751,491504,63032,61381,926058,"33,5","53,1","6,8","6,6",973766,163902,80146,83756,4257,4512,5360,35275,34352,"85,6","14,4",7,"7,4","0,4","0,4","0,5","3,1",3,104750,247610,235770,283150,266390,342,483064,159341,146985,176738,33,"30,4","36,6","2,33"
Overijssel (PV),2013,1139350,569690,569660,64955,70693,74298,69420,70535,290158,307813,143766,47712,"5,7","6,2","6,5","6,1","6,2","25,5",27,"12,6","4,2","70,4","41,8","28,6",523594,489609,64744,61403,929404,"33,7","52,7",7,"6,6",974915,164435,80178,84257,4279,4565,5388,35168,34857,"85,6","14,4",7,"7,4","0,4","0,4","0,5","3,1","3,1",106110,252550,225700,290180,264820,343,485983,161265,147548,177170,"33,2","30,4","36,5","2,32"
Overijssel (PV),2014,1139697,570214,569483,63560,69108,74993,69424,70105,285455,309737,148504,48811,"5,6","6,1","6,6","6,1","6,2",25,"27,2",13,"4,3","71,3","41,6","29,7",525236,486275,66843,61343,932036,"34,1","52,2","7,2","6,6",974671,165026,79939,85087,4296,4558,5395,34980,35858,"85,5","14,5",7,"7,5","0,4","0,4","0,5","3,1","3,1",105140,255460,227940,287330,263830,343,484310,159047,147689,177574,"32,8","30,5","36,7","2,32"
Overijssel (PV),2015,1140652,570894,569758,62297,68185,74394,70185,69764,280615,312827,152460,49925,"5,5",6,"6,5","6,2","6,1","24,6","27,4","13,4","4,4",72,"41,5","30,5",527074,483372,68983,61223,935776,"34,4","51,7","7,4","6,5",974633,166019,79826,86193,4308,4604,5398,34702,37181,"85,4","14,6",7,"7,6","0,4","0,4","0,5",3,"3,3",128690,256740,218460,280800,255970,343,487452,162100,147821,177531,"33,3","30,3","36,4","2,31"
Overijssel (PV),2016,1144280,573324,570956,61026,67476,73437,72460,69446,277376,315854,156334,50871,"5,3","5,9","6,4","6,3","6,1","24,2","27,6","13,7","4,4","72,7","41,4","31,3",531106,481283,70701,61190,942341,"34,9","51,1","7,5","6,5",975024,169256,79691,89565,4299,4692,5456,34473,40645,"85,2","14,8",7,"7,8","0,4","0,4","0,5",3,"3,6",132200,254670,218660,283190,255570,344,490682,164836,148475,177371,"33,6","30,3","36,1","2,3"
Overijssel (PV),2017,1147687,575428,572259,60296,66489,72528,74145,69409,274607,318324,159835,52054,"5,3","5,8","6,3","6,5",6,"23,9","27,7","13,9","4,5","73,3","41,3",32,534175,479811,72495,61206,948374,"35,3","50,6","7,6","6,5",975380,172307,79983,92324,4308,4807,5513,34362,43334,85,15,7,8,"0,4","0,4","0,5",3,"3,8",134610,253390,221710,282230,255750,345,495376,168884,149142,177350,"34,1","30,1","35,8","2,28"
Overijssel (PV),2018,1151501,577431,574070,59421,65737,71374,75488,70136,272667,319642,163888,53148,"5,2","5,7","6,2","6,6","6,1","23,7","27,8","14,2","4,6","73,8","41,1","32,8",537734,478151,74374,61242,954969,"35,7","50,1","7,8","6,4",975745,175756,80421,95335,4371,4952,5577,34365,46070,"84,7","15,3",7,"8,3","0,4","0,4","0,5",3,4,133720,256840,221940,281140,257870,347,499031,171917,149852,177262,"34,5",30,"35,5","2,27"
Overijssel (PV),2019,1156431,580491,575940,58522,64547,70133,76579,71502,272737,320471,167579,54361,"5,1","5,6","6,1","6,6","6,2","23,6","27,7","14,5","4,7",74,"40,6","33,4",542404,477078,75953,60996,963229,"36,3","49,5","7,9","6,3",976908,179523,81477,98046,4418,5157,5587,34530,48354,"84,5","15,5",7,"8,5","0,4","0,4","0,5",3,"4,2",135170,265960,217880,277650,259780,348,503836,175440,151044,177352,"34,8",30,"35,2","2,26"
Overijssel (PV),2020,1162406,583756,578650,57797,63621,69428,76609,73577,273838,320432,171135,55969,5,"5,5",6,"6,6","6,3","23,6","27,6","14,7","4,8","74,1",40,34,547362,476564,77364,61116,971560,"36,7","49,1",8,"6,3",978501,183905,82877,101028,4521,5361,5651,34616,50879,"84,2","15,8","7,1","8,7","0,4","0,5","0,5",3,"4,4",138690,267070,224250,271820,260580,350,508409,178588,152144,177677,"35,1","29,9","34,9","2,25"
Overijssel (PV),2021,1166533,586055,580478,57134,62439,68854,75512,75681,275578,319983,174429,56923,"4,9","5,4","5,9","6,5","6,5","23,6","27,4",15,"4,9","73,8","39,3","34,5",552276,474220,78931,61106,978106,"37,2","48,5","8,1","6,2",979183,187350,83704,103646,4597,5617,5730,34754,52948,"83,9","16,1","7,2","8,9","0,4","0,5","0,5",3,"4,5",145160,266520,223170,269760,261920,351,512031,180716,153905,177410,"35,3","30,1","34,6","2,24"
Overijssel (PV),2022,1171910,589158,582752,57238,61821,67972,75091,77292,277918,318768,178062,57748,"4,9","5,3","5,8","6,4","6,6","23,7","27,2","15,2","4,9","73,9","38,9",35,557476,473598,79657,61179,984879,"37,6","48,1","8,1","6,2",979924,191986,85168,106818,4632,5866,5781,34996,55543,"83,6","16,4","7,3","9,1","0,4","0,5","0,5",3,"4,7",147760,268770,221300,271830,262250,353,516961,184820,154828,177313,"35,8","29,9","34,3","2,23"
Flevoland (PV),2012,395525,197783,197742,26596,28077,28666,27082,25239,110764,107900,31842,9359,"6,7","7,1","7,2","6,8","6,4",28,"27,3","8,1","2,4","62,2","45,3","16,9",193583,158875,29961,13106,312186,"35,3","50,9","9,6","4,2",285768,109757,33430,76327,10509,7125,26634,6153,25906,"72,3","27,7","8,5","19,3","2,7","1,8","6,7","1,6","6,5",2250,143720,115150,86110,48290,279,162027,49085,43355,69587,"30,3","26,8","42,9","2,42"
Flevoland (PV),2013,398441,199314,199127,26280,27642,28941,26916,25247,110180,109599,33972,9664,"6,6","6,9","7,3","6,8","6,3","27,7","27,5","8,5","2,4","62,6","44,8","17,8",195244,159217,30746,13234,315578,"35,6","50,5","9,7","4,2",286198,112243,34230,78013,10782,7211,27192,6197,26631,"71,8","28,2","8,6","19,6","2,7","1,8","6,8","1,6","6,7",2290,143960,113400,91960,46840,282,163771,49951,43894,69926,"30,5","26,8","42,7","2,41"
Flevoland (PV),2014,399893,199950,199943,25715,27133,28957,27068,25140,108882,111070,36065,9863,"6,4","6,8","7,2","6,8","6,3","27,2","27,8",9,"2,5","63,2","44,4","18,7",196155,158955,31432,13351,318088,"35,9",50,"9,9","4,2",286011,113882,34784,79098,10937,7285,27351,6285,27240,"71,5","28,5","8,7","19,8","2,7","1,8","6,8","1,6","6,8",2300,148460,112130,89510,47490,283,163487,49246,44227,70014,"30,1","27,1","42,8","2,41"
Flevoland (PV),2015,401791,200949,200842,25198,26973,28698,27089,25335,107435,113015,37952,10096,"6,3","6,7","7,1","6,7","6,3","26,7","28,1","9,4","2,5","63,5","43,9","19,5",197539,158512,32294,13446,320922,"36,4","49,4","10,1","4,2",285649,116142,35860,80282,11134,7228,27441,6354,28125,"71,1","28,9","8,9",20,"2,8","1,8","6,8","1,6",7,2350,149860,115530,85390,48660,284,165196,50586,44522,70088,"30,6",27,"42,4","2,4"
Flevoland (PV),2016,404068,202157,201911,24709,26955,28363,27615,25002,106555,114784,39824,10261,"6,1","6,7",7,"6,8","6,2","26,4","28,4","9,9","2,5",64,"43,7","20,3",199231,158622,32706,13509,324041,"36,8",49,"10,1","4,2",285397,118671,36676,81995,11249,7363,27601,6370,29412,"70,6","29,4","9,1","20,3","2,8","1,8","6,8","1,6","7,3",2320,150830,118010,83470,49440,286,166696,51417,44881,70398,"30,8","26,9","42,2","2,39"
Flevoland (PV),2017,407818,204138,203680,24494,26916,27991,28246,24759,106786,116275,41896,10455,6,"6,6","6,9","6,9","6,1","26,2","28,5","10,3","2,6","64,6","43,4","21,1",201378,159595,33233,13612,328417,"37,1","48,6","10,1","4,1",284866,122952,37706,85246,11462,7403,28038,6426,31917,"69,9","30,1","9,2","20,9","2,8","1,8","6,9","1,6","7,8",2410,154200,119130,81550,50530,289,168683,52633,45355,70695,"31,2","26,9","41,9","2,38"
Flevoland (PV),2018,411670,205912,205758,24399,26814,27722,28613,24768,107366,117250,44083,10655,"5,9","6,5","6,7",7,6,"26,1","28,5","10,7","2,6","65,1","43,1","21,9",203932,160116,33969,13653,332735,"37,6","48,1","10,2","4,1",284760,126910,38821,88089,11662,7681,28591,6652,33503,"69,2","30,8","9,4","21,4","2,8","1,9","6,9","1,6","8,1",2440,157070,119640,81920,50600,292,170802,53370,46181,71251,"31,2",27,"41,7","2,38"
Flevoland (PV),2019,416546,208238,208308,24791,26375,27448,28781,25114,109046,117755,46220,11016,6,"6,3","6,6","6,9",6,"26,2","28,3","11,1","2,6","65,4","42,6","22,7",206932,161275,34476,13863,337932,38,"47,7","10,2","4,1",284742,131804,40419,91385,11895,7934,29302,6896,35358,"68,4","31,6","9,7","21,9","2,9","1,9",7,"1,7","8,5",4630,159020,120980,83560,48360,295,173588,54608,47038,71942,"31,5","27,1","41,4","2,37"
Flevoland (PV),2020,423021,211643,211378,25032,26367,27555,28790,25578,111873,118043,48399,11384,"5,9","6,2","6,5","6,8",6,"26,4","27,9","11,4","2,7","65,6","42,2","23,4",210979,163133,34886,14023,344067,"38,4","47,4","10,1","4,1",284605,138416,42303,96113,12195,8155,30028,7308,38427,"67,3","32,7",10,"22,7","2,9","1,9","7,1","1,7","9,1",9590,162470,115390,84540,51030,300,176625,56224,47684,72717,"31,8",27,"41,2","2,36"
Flevoland (PV),2021,428226,214301,213925,25222,26282,27671,28459,25901,114291,118179,50560,11661,"5,9","6,1","6,5","6,6",6,"26,7","27,6","11,8","2,7","65,7","41,7","24,1",214556,164112,35314,14244,349051,"38,8",47,"10,1","4,1",284920,143306,43640,99666,12322,8307,30716,7592,40729,"66,5","33,5","10,2","23,3","2,9","1,9","7,2","1,8","9,5",9550,166840,113240,85270,53330,303,178960,56743,48750,73467,"31,7","27,2","41,1","2,36"
Flevoland (PV),2022,434771,217585,217186,25744,26314,27773,28195,26626,117144,118215,52882,11878,"5,9","6,1","6,4","6,5","6,1","26,9","27,2","12,2","2,7",66,"41,2","24,7",218670,165832,35752,14517,354940,"39,1","46,7","10,1","4,1",284943,149828,45406,104422,12571,8513,31399,8056,43883,"65,5","34,5","10,4",24,"2,9",2,"7,2","1,9","10,1",9570,171770,114210,84720,54500,308,183147,58982,50060,74105,"32,2","27,3","40,5","2,34"
Gelderland (PV),2012,2010745,992668,1018077,107201,120151,127997,125272,121475,499109,573751,252238,83551,"5,3",6,"6,4","6,2",6,"24,8","28,5","12,5","4,2","68,4","40,2","28,1",912518,865435,124224,108568,1655396,"33,7","52,3","7,5","6,6",1721876,288869,154193,134676,20618,8944,11400,39528,54186,"85,6","14,4","7,7","6,7",1,"0,4","0,6",2,"2,7",110310,441460,446060,509610,503320,405,868566,294522,265575,308469,"33,9","30,6","35,5","2,28"
Gelderland (PV),2013,2015791,995180,1020611,105831,116689,129072,125131,122838,491846,574646,263767,85971,"5,3","5,8","6,4","6,2","6,1","24,4","28,5","13,1","4,3","69,5","40,1","29,4",917164,862570,127512,108545,1664199,34,"51,8","7,7","6,5",1724300,291491,154961,136530,20912,9007,11432,39691,55488,"85,5","14,5","7,7","6,8",1,"0,4","0,6",2,"2,8",110960,443790,455230,510630,495200,406,876952,300712,267849,308391,"34,3","30,5","35,2","2,26"
Gelderland (PV),2014,2019692,997850,1021842,103914,114113,129025,125770,124249,483386,577338,274071,87826,"5,1","5,7","6,4","6,2","6,2","23,9","28,6","13,6","4,3","70,4","39,9","30,5",922128,857698,131341,108525,1672640,"34,4","51,3","7,9","6,5",1725830,293862,155060,138802,21211,9163,11479,39707,57242,"85,5","14,5","7,7","6,9","1,1","0,5","0,6",2,"2,8",112140,452550,453240,509410,492360,407,879834,301262,270191,308381,"34,2","30,7",35,"2,26"
